iso3,year,month,pop,ACLED_conflict_related_deaths,ACLED_protests,ACLED_strategic_developments,ACLED_violence_against_civilians,ACLED_battles,ACLED_explosions_remote_violence,ACLED_riots,ACLED_events,ACLED_protests_peaceful_protest,ACLED_strategic_developments_change_to_group_activity,ACLED_strategic_developments_arrests,ACLED_protests_protest_with_intervention,ACLED_violence_against_civilians_attack,ACLED_battles_armed_clash,ACLED_battles_government_regains_territory,ACLED_battles_non_state_actor_overtakes_territory,ACLED_explosions_remote_violence_air_drone_strike,ACLED_explosions_remote_violence_remote_explosive_landmine_ied,ACLED_explosions_remote_violence_shelling_artillery_missile_attack,ACLED_explosions_remote_violence_suicide_bomb,ACLED_riots_mob_violence,ACLED_strategic_developments_disrupted_weapons_use,ACLED_strategic_developments_looting_property_destruction,ACLED_strategic_developments_non_violent_transfer_of_territory,ACLED_violence_against_civilians_abduction_forced_disappearance,ACLED_violence_against_civilians_sexual_violence,ACLED_riots_violent_demonstration,ACLED_strategic_developments_agreement,ACLED_strategic_developments_headquarters_or_base_established,ACLED_protests_excessive_force_against_protesters,ACLED_strategic_developments_other,ACLED_explosions_remote_violence_grenade,ACLED_explosions_remote_violence_chemical_weapon,ACLED_Gang_Events,yearmon,region_code,ACLED_conflict_related_deaths_change,ACLED_events_change,ACLED_BRD_per_100k
ZAF,1997,6,45666838,8,1,0,0,2,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jun 1997,SSA,1.1333333333333333,-0.6521739130434783,0.017518182450030808
NGA,1997,7,116754792,19,1,0,1,5,2,1,11,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Jul 1997,SSA,-0.48416289592760187,-0.29032258064516125,0.01627342199367714
BDI,1997,7,6070042,953,0,1,9,5,1,1,21,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,Jul 1997,SSA,2.007890583903209,0.016129032258064502,15.700056111638109
AGO,1997,7,14660413,214,0,1,10,7,0,0,18,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jul 1997,SSA,-0.6471558120362737,0.06930693069306937,1.459713310941513
DZA,1997,7,29579301,374,0,0,16,0,1,0,17,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jul 1997,MNA,0.5429042904290429,0.19718309859154926,1.2643976948610112
SDN,1997,7,25799821,239,0,0,1,16,2,1,21,0,0,0,0,0,5,4,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Jul 1997,SSA,-0.6484432458936014,-0.28409090909090906,0.9263630162395312
EGY,1997,7,68431740,9,1,0,0,2,0,3,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Jul 1997,MNA,-0.11764705882352933,0.5,0.013151791843960129
RWA,1997,7,7755238,146,0,0,3,5,0,0,9,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jul 1997,SSA,0.1541501976284585,-0.4600000000000001,1.8825985740218418
ZAF,1997,7,45666838,15,6,0,1,2,0,0,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Jul 1997,SSA,2.2608695652173916,0,0.03284659209380777
COD,1997,7,46029902,673,3,0,14,1,0,0,23,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,Jul 1997,SSA,0.767564018384767,-0.3825503355704698,1.4620930542063721
KEN,1997,7,28101768,10,5,0,2,1,0,8,16,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,2,Jul 1997,SSA,-0.7321428571428572,1.4,0.03558494967291738
NER,1997,7,10383969,29,2,0,1,1,0,3,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,Jul 1997,SSA,2.0526315789473686,0.33333333333333326,0.2792766426787291
UGA,1997,7,21856046,130,0,0,2,19,3,0,27,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Jul 1997,SSA,0.22065727699530524,3.764705882352941,0.5948010907370894
LBY,1997,7,5064639,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jul 1997,MNA,-0.875,0,0.01974474389981201
ETH,1997,7,61404539,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jul 1997,SSA,-0.8873239436619719,-0.7777777777777778,0.0032570882097168745
TCD,1997,7,7670366,40,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jul 1997,SSA,9,0,0.5214875013786826
SEN,1997,7,9283495,3,1,0,2,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jul 1997,SSA,-0.90625,-0.5714285714285714,0.03231541569204271
TZA,1997,7,31578089,6,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jul 1997,SSA,NA,NA,0.019000516465705067
GMB,1997,7,1338889,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jul 1997,SSA,NA,NA,0.07468879048225806
COG,1997,7,2887862,2,0,0,0,7,2,0,9,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jul 1997,SSA,-0.5789473684210527,-0.027027027027026973,0.0692553868571282
BDI,1997,8,6070042,271,0,0,10,8,7,0,39,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,Aug 1997,SSA,-0.33531885073580936,0.8827586206896552,4.4645490097103115
UGA,1997,8,21856046,28,0,1,2,4,2,0,12,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Aug 1997,SSA,-0.7451235370611183,0.37704918032786905,0.12811100415875773
DZA,1997,8,29579301,665,0,0,14,0,1,0,15,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aug 1997,MNA,1.5157629255989913,0.022727272727272707,2.2481937622528676
RWA,1997,8,7755238,875,0,0,6,3,3,0,14,0,0,0,0,5,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Aug 1997,SSA,5.767955801104973,-0.1009174311926605,11.28269693335008
NGA,1997,8,116754792,28,3,0,0,8,1,1,12,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Aug 1997,SSA,-0.18333333333333335,-0.1923076923076923,0.02398188504331368
SDN,1997,8,25799821,430,0,0,2,14,3,0,19,0,0,0,0,2,10,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aug 1997,SSA,-0.3029180176007411,-0.3248730964467005,1.666678230054387
AGO,1997,8,14660413,53,0,0,4,11,0,0,16,0,0,0,0,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Aug 1997,SSA,-0.9037113937191799,-0.05882352941176472,0.36151778261635603
KEN,1997,8,28101768,70,0,0,12,12,0,2,45,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19,Aug 1997,SSA,1.0940170940170937,4.625,0.24909464771042164
SOM,1997,8,7824525,5,0,0,3,4,0,0,9,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Aug 1997,SSA,-0.6428571428571428,0.588235294117647,0.06390164259172282
MAR,1997,8,27213337,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aug 1997,MNA,-0.33333333333333337,-0.33333333333333337,0.0036746687846477633
EGY,1997,8,68431740,5,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aug 1997,MNA,-0.5,-0.5384615384615384,0.007306551024422293
SEN,1997,8,9283495,118,0,0,1,3,1,0,5,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aug 1997,SSA,5.742857142857143,0,1.2710730172203464
CIV,1997,8,16047170,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aug 1997,SSA,-0.5,-0.5,0.0062316283805805015
COG,1997,8,2887862,3,0,1,2,6,2,0,12,0,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Aug 1997,SSA,-0.2857142857142857,0.30434782608695654,0.10388308028569232
TZA,1997,8,31578089,20,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aug 1997,SSA,2.3333333333333335,-0.5,0.06333505488568354
COD,1997,8,46029902,4,1,0,3,3,0,0,6,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aug 1997,SSA,-0.9908925318761385,-0.8255813953488372,0.00869000329394575
GAB,1997,8,1181439,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aug 1997,SSA,NA,NA,0.338570167397555
BDI,1997,9,6070042,168,0,0,12,12,1,0,42,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,Sep 1997,SSA,-0.56992,0.826086956521739,2.7676908990086067
DZA,1997,9,29579301,346,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sep 1997,MNA,0.07596623722789886,-0.3203883495145631,1.1697369048714168
UGA,1997,9,21856046,78,0,1,4,9,0,0,14,0,1,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sep 1997,SSA,-0.21706398996235887,0.5342465753424657,0.35688065444225364
NGA,1997,9,116754792,38,3,1,2,3,4,0,14,3,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,Sep 1997,SSA,0.13432835820895517,-0.03448275862068961,0.03254684398735428
SEN,1997,9,9283495,130,0,0,5,10,0,0,17,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sep 1997,SSA,1.549019607843137,2.4,1.4003346799885172
EGY,1997,9,68431740,21,0,0,2,2,1,0,6,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sep 1997,MNA,1.2615384615384615,0.5,0.030687514302573632
KEN,1997,9,28101768,97,0,0,9,7,0,1,30,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,Sep 1997,SSA,1.5526315789473686,1.3762376237623761,0.34517401182729857
SDN,1997,9,25799821,128,0,0,1,5,0,0,8,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sep 1997,SSA,-0.7843302443133952,-0.7037037037037037,0.49612747313246863
COD,1997,9,46029902,52,2,1,1,18,3,0,25,2,0,0,0,1,13,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Sep 1997,SSA,-0.8581818181818182,-0.1573033707865169,0.11297004282129473
ZAF,1997,9,45666838,7,0,2,1,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sep 1997,SSA,0.10526315789473695,-0.4,0.015328409643776957
RWA,1997,9,7755238,5,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sep 1997,SSA,-0.9775280898876404,-0.7398373983739837,0.0644725539048576
ETH,1997,9,61404539,5,0,0,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Sep 1997,SSA,-0.6575342465753424,0.5789473684210527,0.008142720524292185
NER,1997,9,10383969,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sep 1997,SSA,-0.6875,-0.8,0.04815114528943605
RWA,1997,10,7755238,196,0,0,10,1,0,0,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Oct 1997,SSA,-0.01176470588235301,0.2755905511811023,2.5273241130704176
BDI,1997,10,6070042,316,0,12,9,5,1,0,33,0,0,0,0,4,4,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,Oct 1997,SSA,-0.13634983297904657,0.31415929203539816,5.205894786230474
DZA,1997,10,29579301,233,0,0,11,0,1,0,12,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oct 1997,MNA,-0.2822487485560262,-0.1504424778761062,0.7877130024134107
KEN,1997,10,28101768,28,1,1,3,6,0,4,20,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,6,Oct 1997,SSA,-0.37157107231920206,0.3740458015267176,0.09963785908416867
UGA,1997,10,21856046,42,0,0,4,1,0,0,5,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oct 1997,SSA,-0.5680000000000001,-0.48275862068965514,0.19216650623813658
ZAF,1997,10,45666838,22,6,0,3,1,0,4,11,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,Oct 1997,SSA,2.422222222222222,1.3333333333333335,0.04817500173758472
SEN,1997,10,9283495,125,0,0,1,6,1,0,10,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Oct 1997,SSA,0.7667844522968197,0.25,1.3464756538351128
SDN,1997,10,25799821,94,0,0,1,5,1,0,7,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oct 1997,SSA,-0.8264971287940935,-0.71875,0.36434361308165664
ETH,1997,10,61404539,6,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oct 1997,SSA,-0.5384615384615384,-0.52,0.009771264629150624
NER,1997,10,10383969,39,0,0,1,2,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Oct 1997,SSA,1.9433962264150941,0,0.3755789332576012
EGY,1997,10,68431740,11,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oct 1997,MNA,0.023255813953488413,-0.5294117647058824,0.016074412253729044
AGO,1997,10,14660413,3,0,0,5,3,0,0,10,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Oct 1997,SSA,-0.9938556067588326,-0.40740740740740744,0.020463270714133362
COG,1997,10,2887862,17,0,4,1,12,1,0,18,0,1,0,0,1,9,1,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Oct 1997,SSA,3.25,0.8620689655172415,0.5886707882855898
NGA,1997,10,116754792,7,0,1,2,1,0,1,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Oct 1997,SSA,-0.7941176470588236,-0.6538461538461539,0.00599547126082842
ZMB,1997,10,9237063,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oct 1997,SSA,NA,NA,0.010825951928659575
TCD,1997,10,7670366,110,0,1,2,2,0,0,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Oct 1997,SSA,4,0.6666666666666667,1.434090628791377
RWA,1997,11,7755238,605,4,0,12,5,0,0,20,4,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nov 1997,SSA,2.054013124684503,0.3793103448275863,7.801179022487769
SDN,1997,11,25799821,35,3,0,4,4,0,0,11,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nov 1997,SSA,-0.9295774647887324,-0.5238095238095238,0.13565985593465937
BDI,1997,11,6070042,307,0,0,6,6,3,0,24,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Nov 1997,SSA,-0.14934885009697974,-0.07335907335907332,5.057625630926442
NGA,1997,11,116754792,51,0,0,2,6,0,1,12,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Nov 1997,SSA,0.6293929712460065,-0.11111111111111116,0.043681290614607064
SEN,1997,11,9283495,41,0,1,3,2,3,0,12,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Nov 1997,SSA,-0.49754901960784315,0.4285714285714286,0.44164401445791696
DZA,1997,11,29579301,115,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nov 1997,MNA,-0.6342756183745584,-0.64,0.3887853874572628
SOM,1997,11,7824525,1,0,1,3,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,Nov 1997,SSA,-0.9148936170212766,0.23076923076923084,0.012780328518344562
NER,1997,11,10383969,29,0,0,1,2,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nov 1997,SSA,0.5760869565217392,-0.25,0.2792766426787291
UGA,1997,11,21856046,8,0,0,2,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Nov 1997,SSA,-0.9127589967284624,-0.5652173913043478,0.036603144045359345
EGY,1997,11,68431740,69,0,0,2,2,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nov 1997,MNA,5.4020618556701026,0,0.10083040413702765
AGO,1997,11,14660413,301,0,0,6,7,0,0,13,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Nov 1997,SSA,-0.30698388334612425,-0.193103448275862,2.0531481616513805
GHA,1997,11,18238958,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Nov 1997,SSA,NA,NA,0.005482769355573932
ZAF,1997,11,45666838,23,5,0,5,1,0,0,12,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Nov 1997,SSA,1.7462686567164178,1.1818181818181817,0.05036477454383857
MRT,1997,11,2411306,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nov 1997,SSA,NA,NA,0.12441390682061922
KEN,1997,11,28101768,15,1,0,6,2,0,7,19,0,0,0,1,3,2,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,3,Nov 1997,SSA,-0.6503496503496504,0.2582781456953642,0.05337742450937607
COD,1997,11,46029902,18,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nov 1997,SSA,-0.9440497335701599,-0.896551724137931,0.03910501482275587
TCD,1997,11,7670366,30,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Nov 1997,SSA,-0.4155844155844156,-0.18181818181818177,0.39111562603401195
RWA,1997,12,7755238,356,1,0,10,1,0,0,16,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Dec 1997,SSA,0.51430781129157,0.06666666666666665,4.590445838025861
BDI,1997,12,6070042,226,0,0,5,1,1,0,9,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dec 1997,SSA,-0.3651685393258427,-0.6501766784452296,3.7232032331901492
AGO,1997,12,14660413,1048,0,0,4,7,0,0,11,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dec 1997,SSA,1.4893111638954868,-0.30379746835443044,7.148502569470587
SDN,1997,12,25799821,105,2,0,0,7,0,1,10,0,0,0,1,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Dec 1997,SSA,-0.7692307692307692,-0.5454545454545454,0.4069795678039782
NGA,1997,12,116754792,79,1,0,2,8,4,0,19,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Dec 1997,SSA,1.3873626373626373,0.4217687074829932,0.06766317565792075
GHA,1997,12,18238958,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dec 1997,SSA,0,0,0.005482769355573932
TCD,1997,12,7670366,23,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dec 1997,SSA,-0.5,-0.7142857142857143,0.2998553132927425
LBR,1997,12,2412989,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dec 1997,SSA,NA,NA,0.08288475413688169
COD,1997,12,46029902,5,1,0,0,5,0,0,5,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dec 1997,SSA,-0.9823788546255506,-0.8058252427184466,0.010862504117432186
EGY,1997,12,68431740,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dec 1997,MNA,-0.8795180722891567,-0.75,0.002922620409768917
SEN,1997,12,9283495,14,0,0,3,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Dec 1997,SSA,-0.8129175946547884,-0.2222222222222222,0.15080527322953263
DZA,1997,12,29579301,634,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dec 1997,MNA,1.1528013582342953,-0.15384615384615385,2.143390744764388
KEN,1997,12,28101768,12,2,0,3,9,0,2,17,1,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Dec 1997,SSA,-0.7027027027027027,0.09999999999999987,0.04270193960750085
CAF,1997,12,3531700,7,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dec 1997,SSA,-0.717741935483871,-0.8275862068965517,0.1982048305348699
SOM,1997,12,7824525,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dec 1997,SSA,-0.8958333333333334,-0.7058823529411764,0.012780328518344562
UGA,1997,12,21856046,7,0,0,2,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Dec 1997,SSA,-0.9167567567567567,-0.5416666666666666,0.03202775103968943
LSO,1998,1,1998049,11,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jan 1998,SSA,2.6666666666666665,0,0.5505370488911934
RWA,1998,1,8081681,172,0,0,6,5,0,0,13,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Jan 1998,SSA,-0.2984364377974167,-0.13812154696132595,2.128270096283187
DZA,1998,1,30054133,558,0,0,6,0,1,0,7,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jan 1998,MNA,0.7150041911148366,-0.45390070921985815,1.8566497992139717
BDI,1998,1,6187108,398,0,0,7,14,0,0,23,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Jan 1998,SSA,0.15306615161757597,-0.0547945205479452,6.432730768559399
ZAF,1998,1,46223880,11,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jan 1998,SSA,0.10000000000000009,-0.5178571428571428,0.023797223426505955
GNB,1998,1,1187473,10,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jan 1998,SSA,NA,NA,0.8421244104076472
UGA,1998,1,22515806,21,0,1,3,6,0,0,12,0,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Jan 1998,SSA,-0.7296137339055795,0.43999999999999995,0.0932678137304967
SEN,1998,1,9502952,10,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Jan 1998,SSA,-0.8488120950323974,-0.42622950819672123,0.10523045891424054
SDN,1998,1,26458999,135,0,2,0,25,1,1,30,0,0,0,0,0,19,1,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,Jan 1998,SSA,-0.6829745596868884,0.4285714285714286,0.510223383734207
NER,1998,1,10741413,1,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jan 1998,SSA,-0.9504132231404959,-0.21739130434782616,0.00930976213278458
AGO,1998,1,15159370,48,0,2,1,7,0,0,10,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Jan 1998,SSA,-0.899581589958159,-0.34911242603550297,0.31663584964282815
COD,1998,1,47297600,14,0,2,4,6,0,0,14,0,0,1,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Jan 1998,SSA,-0.9446153846153846,-0.40284360189573454,0.02959981056121241
GHA,1998,1,18688036,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jan 1998,SSA,3,-0.5,0.021404068356888867
NGA,1998,1,119846254,63,2,0,4,10,0,1,15,2,0,0,0,3,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Jan 1998,SSA,0.706546275395034,0.0843373493975903,0.05256735016515409
